text,label
그 때까지 괜찮겠어?,5
죄송하긴 뭐가 죄송해! 남는 거 주는 거니까 너무 고마워 하지 마.,7
나도 젊어.,0
그게.. 그렇긴.. 한데… 야. 여기서 기다려봐. 아빠가.. 가서 보고 올 테니까.  넌 여기 있어.,2
"응. 다큐멘터리니까.. 일단 인터뷰부터 시작해야지. 근데 참, 이거 분량은 어떻게 해?",7
"아, 감사합니다.",7
응. 미안.,2
그게 뭐야?,6
네. 깎아 드릴게요. 잠시만요. ,1
"아이, 말은 벌써 다 하지. 이제 막 애교도 부린다니까?",7
여기 온 김에 많이 먹고 가. 내일 아침에도 고기 먹자.,7
"어, 니가 재홍이니?",7
"희재가 명절 때 남자들은 일 안하고, 왜 여자들만 일 해야 되냐고 엄청 투덜댔거든요.",6
"네. 할머니도 의사고 엄마도 의사니까, 저도 의사가 되고 싶어요.",4
아침부터 짜증나게. ,3
배 … 고픈데. 지금 실험중이라 아무것도 먹으면 안돼.,4
그래. 필요하면 선생님한테 글 쓴 거 가지고 와.,7
아…귀찮은데.,6
"야, 나 바뀐 거 없냐?",7
어떤 얘기?,5
"응, 아내가 사왔더라고.",6
"그래그래. 근데 할아버지는, 할머니를 딱 봤는데 너무 마음에 들었단다.",7
그래 솔직히 참외 보단 컸지만.. 그래도 작았어.,1
네. 근데 소은이 얘기를 이렇게 길게 하실 줄은 몰랐어요.,6
왜 왜? 나도 마셔 볼래.  헐!,5
하긴 그렇지.,6
아니면 2012년식 후렌져… 어떠세요?,6
더럽긴 뭐가 더러워? 나 양치 했거든?,6
언니가 너무 섹시해서 그런가봐.,7
"상윤이가 이번에 창업을 한다는데, 제가 지원을 좀 해주고 싶어서.",6
동아리 때문에요.,7
여기 카드 되죠? 지금 먼저 결제 할게요.,7
 그래? 왜?,7
짝꿍? 어제 새로 뽑았잖아. 다시 바꾸려면 한 달은 있어야 하는데?,5
죽은 사람만 불쌍하지 뭐.,4
"으, 걱정되면 해장하게 해장국이라도 좀 끓여 줘.",6
다행이다.  나는 좀 떨리는데?,2
내 말을 듣니? 니가 좀 가서 말해봐.,6
"네. 엄마랑 밥 먹으러 왔는데, 화장실 간다고 나왔어요.        근데 돌아가는 길을 모르겠어요.",4
이야아... 듣기만해도 지금 입에 침이 고인다. 그래서 이렇게 좋은 냄새가 났었던 거구나?,7
 말 조심해 너.,4
네. 안녕히 계세요.,7
그러니까 얼음 입자가 고운게… 꼭 눈꽃을 먹는 기분이었어.,5
 아 네…,7
어 맞아. [해쉬 브라운]이잖아.,7
마음에도 없는 소리 하지 말고. 아무튼 계속 이런 식으로 숙제를 안 해오면 선생님이 수업을 나갈 수가 없어.,0
그런건 누가 정하는거냐,6
헐… 할아버지 이제 할머니한테 죽었다.,5
"나이든 사람 중에, 그냥 무조건 반말하는 사람들 많잖아. 진짜 보기 안 좋은데. 그러고 다니는 사람들은 모르나봐. 그게 권위가 있는게 아니고, 그냥 안 좋아 보일 뿐인데.",3
 건조랑 온도요.  아! 너무 감사해요. 다시 도전! 해보겠습니다.,4
그래서요. 선생님이 찼어요?,7
뭘?,6
형! 형!,7
"그래. 그 정도는 해줄 수 있잖아. 아까 정감독도 그랬잖아.       오늘 너무 더워서, 아까 진짜 탈진할 뻔 했어.       그 정도 수고비는 더 줄 수 있잖아?",1
나이를 아무리 먹어도 세월이 흐르는건 신기한 일이야.,4
칫솔을 어떻게 같이 써요?,6
 하면 어때? 좋아?,2
네…,6
" 엄마, 왜 이제 왔어. 빨리 들어가자.",5
 당연히 생리가 없으시죠. 애가 들어섰는데요.,1
야! 내가 뭘 괴롭혀. 걔도 진짜 애 앞에서 못하는 소리가 없다.,6
"할아버지는 윗집 할머니보다, 하늘나라 할머니가 더 좋은데?",6
응! 그거 구하기 힘든데… 진짜 구할 수 있는 거야?,7
이거 학교 동아리에서 좋은데 쓴다고 막 행사하는 거 그때 싸게 산 거야.,6
힌트요?,5
알지. 그래서 봉투만 보내려고 했는데 다들 간다고 하니까,6
우리 다 감기 걸렸나봐 내가 엄마한테 옮겼나봐,4
"오늘 엄마 아빠 늦는다고 하니까, 너 먹고 싶은 거 내가 사줄게. 아무거나 말해봐.",1
아 이모는. 공부가 세상에서 제일 어려운데.,1
성현아! ,0
운명이 아닌 거지 우린.,6
진짜 맛없어…,6
어머 무슨 일이에요? 예산 문제 다 해결 됐다고 들었었는데.,4
"근데, 10시 15분이라는 말은 왜 한 거야?",5
아니야!,0
전교 1등? 진짜야?,7
할머니도 언니 있어요?,7
야 너가 무슨 살이 쪄. 너 엄청 말랐잖아.,1
뭘?,5
네. 맞습니다! 우리가 마감일 못 지킨건 사실이에요!,4
그랬구나. 내 태몽은 뭐였나.,1
힘드시겠어요. 이것저것 신경쓸 것도 많고.,1
"내가 언제? 그리고 너 축구 타령 그만 해. 엄마가 전에 경기를 가서 보니까, 취미로는 괜찮은데 너 특별한 소질까지는 없는 것 같애.",5
"안 된다니까 그러네. 나중에, 나중에 사줄게.",4
엄마 어떻게 그럴 수가 있어? 나한테 어떻게 그럴 수가 있어?,4
뭐가 안 놀라워? 너는 젊은 남자애라고 속편한 소리한다.이번에 대낮에 어떤아줌마가 이유도 없이 칼에 찔렸대!,0
늘 보면서 지내지만,6
그래도 나 쓰길 잘했지?,1
당연히 바꿔드려야지. 지금 당장 나가자.,7
그래. 이런 형편인데 누군들 그런 생각 안 하겠냐.,4
혹시 그 옷 어디서 사셨어요?,7
"아니에요, 저도 어차피 그거 체크 해야하는 걸요.",4
저 지금 벌써 약속에 30분 늦어서요.,2
그래…? 그럼 나도 공부하지 말까? 별로 좋은 것도 아닌데… 왜 공부해…,5
"몰라, 진짜 그만해!",0
헐. 너무 싫을 것 같애요.,6
"그럼, 나중에 집 다녀와서 먹어요. 과자가 없어지지는 않으니까요.",7
영화 보러? 극장에 가서?,7
배달시켜 먹음 돼지. 우리집엔 쥐 없잖아.,1
근데 일요일은 쉬는 날 아니신가요?,5
그지. 밑에 집 호랑이 아줌마가 쫓아온다고 했지.  민호 이제 애기 아니잖아. 그지?,7
헐. 너무 귀엽다.,7
우리 둘이서 진창 싸우고 있는데 그 뿔테안경끼고 맨날 줄무늬 티셔츠 입었던 조교. 왜 담배 많이 펴서 입냄새 나던 조교. 그 사람이 들어왔는데.,6
저희가 해드릴 수 있는 게 없어 죄송합니다.. 어려운 인터뷰에 응해주셔서 감사합니다.,1
그래. 전교회장이면 리더십 전형도 있고 하니까.,7
"그때는 다 그랬어. 근데 할아버지는 궁금해서 옆마을에 찾아갔어. 몰래, 담벼락 너머로 할머니 얼굴을 봤는데 곱더라.",1
"처음엔 경황이 없었는데, 다행히 지금은 좀 정신 차린 것 같아요.       그래도 상황이 잘 풀리고 있어서, 맘을 좀 놓았어요.",7
응. 그렇지... 난 왜 이렇게 밤잠이 많을까.,4
영화? 좋아하지,5
육 년이나 만났는데 아직도 소개를 안 해줬어?        여자애는 뭐하는 애래?,7
 강인아. 너도 아빠처럼 매일매일 신문을 좀 읽어봐.,1
대량으로 구매하면 할인 혜택이 있나요?  아 너무 사심 인터뷰로 가고 있는 것 같네요.,7
아아아앙 아빠. 어? 어? 어? 어? 한 번만 빌려줘? 어? 어? 어? 어?,6
 그래. 아무튼 조심히 들어가요.,2
3편 중에 하나는… 내가 진짜 혼신의 힘을 다해서 쓴 건데… 이렇게 언급도 없이 떨어질줄은 상상도 못했어…,3
아 빨리 나가야 되는데. 장롱? 왜 갑자기?,6
아 그래서 꼬마가 외로웠나봐.,4
무슨 말이냐?,5
어머. 너무 그러시니까 진짜 있는 것 같은데?,7
"아이고, 니가 웬일이냐. 미국인가 어딘가 갔다고 하지 않았니?",7
그러니까. 나는 이제 나랑 아내랑 희석이랑 셋이서 돌아가면서 해.,4
네? 무슨 전쟁이요?,5
호텔경영? 우와. 어떤 거 배우는 거야?,7
"감이란게 있잖아, 감. 미련곰탱이처럼 둔해서는…",0
계모임이요? 사람들이랑 엄청 싸우고 그만 뒀다고 그러지 않으셨어요..?,5
아.. 이런 경우엔 제가 직접 여기로 이체를 해도 월급으로 인정이 되나요?,1
"어, 지호 무슨 일이야?",5
근데 아직 나 일이 좀 남았는데.,7
아… 억울해…,6
그게 작은엄마 탓인가? 그냥 작은 아버지 삶이 그러신 거지. 아내 잘 만나서 오래 버티신거지.,1
 용돈은 무슨. 됐어요. 잠깐만요. 나 전화 한 번 해볼게.,6
근데 왜 키가 작아요?,6
혼자 남아 있으면 애들이 놀리잖아요.,6
아니 아저씨가 무슨 상관인데요.,0
"솔직히 무서워서, 수시 다 연극영화과로, 쓰진 못하겠고       원래 지원하려고 했던 정경으로 4군데정도 지원하고, 두 군데는 연영과로 지원 하려구요.",1
죄송해요.. 제가 인기가 없어서,4
 쌤… 안 가시면 안 돼요?,6
좀 작은 공장이라도 괜찮은데.,6
애가 갑자기 왜 그렇게 됐는지 몰라. 대학교 가기 전에는 안 그랬는데. 얘 혹시 우리 몰래 남자친구 있는 건 아니겠지? 핸드폰 자주 하던데. 내일 씻을 때 한 번 봐야겠다.,4
그니까요~ 내가 아부지 미적 센스를 못 따라가지.,6
걔 소문 엄청 안 좋아. 걔가 저번에 호석이 뒷담화 하고 다녔대.,6
왜 그래? 아파?,0
당연하지. 엄청 예쁘시던데.,0
마지막 점검 언제셨어요?,7
그리고…,2
"그 안에, 엄마 아빠가 있는 거에요!",5
그러게나 말이야.,6
"뉴스 보셨어요, 교수님?",2
"어, 자석도 부서지고, 끈도 덜렁덜렁하고.",0
할아버지? 나?,5
의무교육이라고 정한 건 누군데? 그것도 그냥 누군가 정해준 걸 따르는 것 뿐이잖아. 나는 내 인생을 내가 옳다고 생각하는 대로 살고싶어.,6
 그래… 알았다.        내가 할 수 있는 일은. 없는거지?,4
당연히 알고 있었죠… 이렇게 오래된 핸드폰을 왜 주구장창 들고 다니나.. 항상 궁금했거든요. 근데 마침 제 집에 딱 떨어뜨리고 가시니.. 제가 확인을 안 해볼 수가 있겠어요?,6
음… 그건 아니지만…,6
이모 바쁘실걸? 그냥 우리가 끓여먹자.,1
네. 여보~ 이러셨어요.,7
그래.,7
글씨 쓰는게 재밌어?,5
"에이, 그땐 우리가 형편이 안 좋았으니까 별 수 있니. 엄마두 다 이해 하시겠지.",6
나… 9살. 왜?,5
나만 스마트폰 없어!,0
 왜 이렇게 한숨을 쉬세요?,7
 나는.. 결혼은 진짜 못 할 거 같아.,6
기분 나쁠 게 뭐 있어?,6
뭔데요? 그 간절한 마음을 해소시켜 드리는게! 제 직업의 소명이자 사명이죠!,3
됐어. 무슨 이자야. 숙제나 해 와. ,7
미안하게 됐다! 내가 헤어져서 동생 결혼하는데 눈치나 주고..!아주 미안하게 됐다고!나는 헤어지는 것도 허락 맡고 헤어져야 되냐?,6
..죄송합니다.. 사장님.. 근데.. 제가 너무 진짜 급해서요.,2
"병? 무슨 병 같은 소릴 하고 있어, 애가?",5
응? 50만원이면 나래가 아이스크림 500번 사먹을 수 있는 돈인데?,5
아-빠! 내가 가만히 있으랬지? 그거… 다 나 욕보이는거야. 나… 이제 서른이야.,6
일본 노랜데 시티팝이라고 해?,5
이왕이면… 아는 사람 팔아주면 좋잖아.,6
와.. 너 엄마 아빠한테도 그렇게 말해?,3
 그으래? 그러면 너희 애들 내가 확 데리고 가 버릴까?,7
니 성격이 뭐가 어때서~,6
"아빠, 이번에 현장학습 다녀와야 하는데 아빠랑 가도 돼?",2
진짜 사람들이 참 경우가 없네...,0
왜 그러지?,1
응!!! 엄마 머리 바뀌었잖아.,7
니가 썼으니까 많이 나왔지… 니가 안 썼는데도 많이 나왔겠어?!,0
그러게 왜 이렇게 많이 먹었어.,5
알지. 당연히. 아빠도 맨날 나 먹으라고 생선 뼈만 먹었잖아.,7
그 강아지… 유기당한 거겠지?,4
왜 그러냐구요.,0
응. 맨날 새 아이디 만들어서 친추걸어.,1
내가 언제 툴툴 거렸냐? 나 지금 바로 나갈거거든?,6
어유. 그 말은 몇 십 년을 우려먹네. 안 자요 안 자.,7
 아 뭔 소리야. 꿔줄 수 있어 없어.,5
너도 재밌는 얘기 좀 해봐. 애들 올 때까지 시간 때워야지.,1
네. 잘 했다는거죠. 당연히.,7
내가? 이사 가면 어떡해?,5
저 천단고...,7
"안 그래도 지금 시험 망쳐서, 마음 아파 하고 있는 애한테  그게 무슨 심한 말씀이세요.",6
정말? 엄마 아빠도 그렇대? 그럼 우리 여행 가는거야? 와 너무 신난다~!,7
네. 오늘 할아버지 본 것 중에서 제일 멋있어요.,5
둘이 지금은 대화를 해?,3
아…. 그 정도는 해야 장편을 찍는군요.,5
"결론이 그렇게 나면 뭘 해, 내 이미지는 이미 표절로 얼룩졌는데.",6
 허어.,2
스키 동아리에… 되게 유명한 선배가 있는데. 그 사람이 진짜 왕빈보다 잘생겼다고 소문이 장난 아니야.,7
니가 갖기 싫다고 그랬어.,2
"그래. 알고 있구나. 엄마랑 아빠도, 결혼을 했다가 이혼을 한 거야. 엄마랑 아빠랑 결혼했지만 음… 여러가지 이유가 있어서 다시 혼자로 돌아가기로 결정을 한 거야. 나쁜 게 아니란다.",4
알았어.. 그럼.. 한달에 게임에 얼만큼 돈을 쓸지.. 그것만이라도 좀 정하자.,1
교수님.. 얘기 들으셨죠?,7
"지은아, 너 점심 안 먹었지?",1
그치... 진짜 오래 쓰는 물건이지. 나도 살 때는 이렇게 오래 쓰게 될 줄은 몰랐어.,6
너 학교 어디야? 부모님은 어디야?,0
콜!,7
좋아 좋아.,1
갑자기 징그럽게 왜 이래.,0
제발요. 제가 마카롱도 좀 살게요.,2
치사하다!,6
오빠는 누구 따라갈거야?,4
너도 내가 능력없는 구닥다리 같냐?,0
앗… 그런가요?,5
그래 그럼 단체 예약을 해야겠어.,7
"그... 그런가...? 경찰에라도 신고를 해 봐야되나? 좀 오바하는 거 아닌가 싶어서. 아무 연락이 없는 것도 아니고… 일단은, 나한테 그만둔다고 말도 했고.",2
그래야지. 그래야지.,4
아 예.. 감사합니다. ,7
"네. 저 앞으로 영어단어도 잘 외우고, 숙제도 꼬박꼬박 잘 해올게요.",7
우와. 학교도 빠지고 글 쓰러 대회에도 나가니까 일석이조네요.,7
예뻐서? 이유가 그게 다야? 다른 이유는 없어?,5
아무리 숨기려고 해도 드러나는게 있어. 그게 뭔지 탐구해봐,1
자기한테나 누나지... 나한테는 그냥 처음 보는 어른일 뿐인데...,4
 콩 알러지요..? 죄송합니다.. 음.. 그럼…,6
 왜. 한 번에 말 해.,6
 이게 뭐야?,5
어떻게 안 좋은데? ,5
청소요.,1
헉! 정말요? 저 그거 너무 잘 그려서 화가가 그린 건줄 알았는데!,5
재가가 뭐에요? 재혼하셨다는 거에요?,1
"아니에요. 근데 엄마가 없어지고 나니까, 제가 어떻게 해야하는지… 힘든일이 있을 때 항상 엄마한테 물어봤는데, 엄마가 없어지니까 너무 막막해요.",2
정말요? 아버지 스테이크 드시고 싶었어요?,5
 그러면 거의 이 주에 한 번 꼴로 절기가 바뀌네.,1
"너 먹는거 동영상으로 찍어서 보여주고 싶다. 그렇게 싫으면서, 어떻게 혼자 삼 인 분을 거덜내냐?",3
불은? 불은 안 꺼도 돼?,5
오빠 괜히 내 과외비 가로채려고 그러는 거잖아. 괜히 집안에서 그러지 말고 잘난 한국대생답게 나가서 다른 집 애들이나 가르쳐 제발.,6
아니야. 일부러 버리다니.,7
이상하네. 1203호라고 하셨죠?,2
그래? 나도 장기라면 어디가서 안 빠지는데.,5
"와, 그분이 송강희 배우였어요? 와….",5
핸드폰? 너랑 왜 바꿔. 나는 지금 내 핸드폰 좋은데.,6
어. 너무 했어.,6
난 맵고 달고 짜고 그런거 좋아하는 데 여친은 그런거 다 싫어해. 거의 간을 사찰음식처럼 해서 먹고 고기도 안 좋아하고. 매 번 메뉴 정하는 게 진짜 일이야.,6
할머니가 엄마한테 얼마나 잘해주는데!,0
"참나, 징그럽게 왜 그래? 난 당신 나가면 속이 시원하던데. 혼자 있으니까 아주 편하고 좋더만. 당신도 괜히 말만 그렇게 하는 거 아니야?",7
그럼…. 할머니 돌아가셨을 때 나도 그랬어.,4
응 그것도 그렇고.,7
세아야!,6
저희집도 그렇게 사야겠네요,7
"됐어요. 엄마가 맨날 자기 어렸을 때 공부 잘했다고 나한테 공부 잘해야 된다고 그랬는데, 딱 보면 엄마가 공부를 잘 했을 것 같지가 않아서요.",6
음.. 생수 마시는거랑은?,6
아니. 없어. 너는?,1
내가 언제?,5
"아, 다행이네요.",2
어. 선생님이 그렇게 말했잖아. 그게 사실이고.,0
"아줌마가, 랍스터 요리를 할 줄을 몰라. 고사리 남은 거 있는데, 비빔밥 해줄까?",6
나는 맥주 못 사.,6
저녁은 먹었어?,5
"아니, 학생 오늘 아침부터 쭉 있었잖아. 커피 한잔 시켜놓고. 손님들이 앉을 데가 없다고 그냥 가고 계셔.",0
유산소 운동?,5
응.,1
어머 정말?,5
응. 나는 내가 잘 하는게 많아서 뿌듯해.,7
"아, 진짜 말씨름 하기도 지쳐... 됐다, 됐어.",6
조준을 좀 신경 써주면 서로 좋지 않을까…해서,2
"그래. 다른 학생들 보면, 철학과 와서, 경영학. 이중전공 하려고, 난리들인데.        희진이는 반대구나?",5
"나도 숨막혀! 나정도면, 진짜 친구들 모임도 한 달에 몇 번 안나가고, 가게 챙기랴, 집안 챙기랴, 얼마나 바쁘게 살아? 겨우 고작 동창회 나간다고, 이렇게 뭐라고 하면, 내가 숨막혀서 어떻게 살아? 응?",0
할망구 걱정이나 하셔. 나는 김씨랑 산책이나 다녀와야 되겠다.,3
오천 원으로 큰 사이즈 사서 같이 먹으면 안 돼?,1
초대장이?,1
"지금 막 이두 하고 와서, 펌핑 제대로 됐는데… 한번 만져 보실래요?",7
음... 말이 그렇다는거지~,7
그냥. 스릴러 그런거요.,1
그렇구나. 희곡이 하나 필요한데.,6
....안 아프냐?,7
아이고 더울 때 고생 좀 하겠네.,5
어. 나 얼마 전에 전역했어.,7
"이 놈의 자식이. 맨날 밥 주고 씻겨주고 하는 게 할민데, 엄마 편 들거야?",6
이거. 내가 새로 만든 홍콩 계좌야. 알지?,5
왜 망해?,6
그치. 나 예서가 되게 부럽다?,7
그래 생일도 빼놓으면 서운한데 .,1
엄마한테 한번 가서 물어봐라. 너가 지금 유난 떠는지 안 떠는지.,1
2반 정도는 아무 것도 아니야.,6
모르겠으면 선생님한테 좀 찍어달라고 해. 부탁을 해요.,7
저 인터넷으로 영상 보고 싶어서요. 저 꼭 보고 싶은 채널 있는데 거기 오늘 새 동영상 올라온다고 했단 말이예요.,4
너의 부족한 점을 지적해 주는 게 나의 의무야.,0
뭐야! 시간 안쟀어?,5
" 야, 성호 죽었잖아.",2
"김대리, 요즘에 뭐, 만나는 사람은 없어?",7
"보내지 마. 소윤이 영어 한 마디도 못해. 맨날 스트레스만 왕창 받고 와가지고 울고 불고, 그러면 애 아빠가 공부해야 된다고 그 째끄만 애 책상에 앉혀놓고. 결국에 이제 영어로 쓰인 간판만 봐도 진절머리 치잖아.",6
바빠?,3
말도 안돼요. 제가 맨날 이렇게 말도 못 되게 하고.. 짜증나게 하는데…,6
잘 생겼어? 어떤데? 아 왜 이렇게 말을 아껴. 좀 알려줘봐봐.,7
나는 진짜 하루에 여덟번은 왔다 갔다 해야 된단 말이야.,0
저는 회!!! 무조건 회 먹고 싶어요!!,7
아니에요. 저 완전 뚱뚱해요.,5
네. 엄청나시던데요? 와…,5
그건 헛소리고. 너는 공부에 집중해.,6
 네…,4
너 서울 가기 전에 방 정리 좀 하고 가. 버릴 것 좀 버리고.,1
너는 커서 뭐가 되고 싶니? 장래 희망 말이야.,1
아 내가 나중에 사줄게!,3
글레이즈가 뭔데?,5
아 맞다. 현석이 오빠도 번역일 하지 않았어요? 둘이 예전에 같은 학교 CC라고 했었죠?,5
"다음 주요? 아니, 신혼 여행을 한 주 전에 예약하시는 분이 어딨어요.",6
그냥... 좀 변한거 같아.,6
벌써… 2주일이 넘었어요…,4
근데.. 집에서는 뭐 손에 물 마를 날이 없었지. 그게 문제지 뭐.,6
그러니까 담부터 당근 버리지 마.,6
본명으로 적어야 하나요?,2
왜?,5
저 반장 그만 둘래요.,6
명절인데도 과외 수업을 하셨어요? 와… 그럼 쉬지도 못하셨겠네요?,5
아버지만 때린다며. 어머니도 그래?,5
아니. 너희 엄마는 몰랐대. 자기만 하늘색 운동복 입고 있었는지. 내가 얘기 하니까 그제서야 알더라고.,2
"아, 네 감사합니다. 혹시 여기 유명한 메뉴가 뭐가 있나요?",7
지금 당장은 안 되지. 의사가 되려면 먼저 의대를 가야 하거든. 의대는 가기가 엄청 힘들어. 의대에 가려는 사람이 너무 많거든.,1
엄마는 어렸을 때 5등 밖으로 나간 적이 없어요. 너가 공부 못 하는 건 다 아빠 닮아서 그런 거야.,0
"네, 고맙습니다.",7
그거 얼만 줄 알아?,7
짧은 시간 안에 크게 발전한 부분이 보여서 아주 좋았네.,7
"팬에다 시금치 넣고, 쯔유랑 참기름 부어서 뚜껑 덮고 익히는 거.",7
그래 그럼.. 다음에 꼭 맛있는데로 데려가야돼?,1
"아빠, 나 학교 가기 싫어.",6
폐지를 주워야 내가 안 불편할 거 아니야. 안 그럼 필요가 없지.,0
 네..?,5
엄마한테 태블릿 사 줄거야? 나는?,5
 나도 알아. 스트레스 주지 마.,6
어? 너 내가 몇 살인지 알아? 어떻게 알아?,5
 어떻게 그래요? 선생님은 누구 좋아해본 적 없어요?,6
왜? 누군데.,5
아줌마가 왜 우리 부모님이랑 전화를 해요? 아줌마가 뭔데요?,6
까먹었어~,3
근데 전액을 못 받았잖아.,6
긴장을 많이 하나?,1
"아저씨, 우리 엄마한테 무슨 일 생긴거면 어떡해요?",2
"아니, 어떤 다섯살? 여섯살 처럼 생긴 꼬맹이가  자꾸 침대에서 나를 밀어내려고 한다? 막 자기 자리래.  근데, 나는 가위눌린 것처럼 몸이 굳어서, 비켜줄 수가 없는 거야.  그래서 밤새 걔랑 나랑 실랑이 하다 깨. 아 너무 피곤해. 근데 엄마 표정이 왜 그래?",2
"아이구 언니. 경로당엘 가야 할배들도 만나고, 친구도 만들 거 아니야.",5
그 때는! 그냥 갑자기 그런 거지. 가기 전에 화장실 가고 싶은지 생각을 안 해봤으니까. 근데 지금은 진짜 안 마려워!,6
잘못했어… 진짜 잘못했어… 그러니까 제발… 한번만 도와줘… 나 이 돈 못 갚으면 진짜 땅에 파묻힐지도 몰라…,2
수학학원.,6
네! 감사해요 선생님.,7
네. 그래도 한 시간 십분 정도는 앉아서 책 볼 수 있어서…,7
"누나, 제형이 누나랑 친하잖아.",1
아니. 다음에 혹시 심심하시면 저도 괜찮은데 불러주세요.,7
네...,6
"이건 간단한 문제가 아니야. 지금 인생의 고비가 찾아온거야.        내가 보니까, 우리 손님이. 인생에 딱 세 번, 여자 때문에       고비가 세 번 있다고. 그 중 하나가 지금이고.",7
"       외계인들 얼굴에는 모든 지나간 시간들이 보이더라.        그 중에 엄마 얼굴도 있었어. 그 사람들, 우리 엄마를 만난 적이 있나봐.",4
"아빠 책장에 있길래, 가져와봤어.",1
삼각대로 세워 놓으면 되잖아.,3
어... 아니요...  괜..괜찮으신가요..,7
네. 제가 생각해도... 너무 기분이 이상하실 것 같아요.,4
"저, 저는… 이렇게는.. 이렇게는 도저히... 안 되겠어요…. 저 경찰에 신고할 거에요. 이거 얘기 해야 돼요, 아버지!",0
라면? 야 그게 더 살찌겠다.,7
"야. 나도 맘 같아선 그러고 싶지.  근데 영어도 못하시는 아버지, 미국가서 뭐 하고 사시니?",6
"잘 됐네. 남자친구는 그럼, 취업은 했고?",1
그러면?,5
내가 막내잖아. 나 아직 애기 맞지.,0
"잠시만요.         아, 여기서 1호선으로 갈아타셔서 동대문 방향으로 가시면 되겠네요.",7
저 지난주에 야근하느라 못 봤단 말이에요.,6
그거 매운데 괜찮아?,2
아 나 없는데. 누구한테 빌리지?,6
네! 이런 취급은 못 참겠네요!,0
 장롱 위에서??? 그럴 리가 없는데... 소민이 장롱 위에서 어떻게 봤어?,5
왜 안 들어갔을까?,4
 어.. 월급이랑..엄마가 주시는 것도 있어서 괜찮긴 한데...,4
 원래 이 맛이야.,6
넌 어떻게 니 생각만 하냐?,0
아.. 제가 좀 천천히 말할까요?,5
기다려 봐. 내가 맛탕 만들어 줄게.,7
하여튼 저 성질머리 하고는.,5
그리고 대흥이 동생이 자꾸만 호박아가씨하고 나하고만 남겨두고         어디로 가더라고.,7
예진씨? 어...,2
어른들은 꼭 할 얘기 없으면 부모님 어딨냐고 하던데… 할 얘기 없으신가봐요.,6
매니저님이 주셨는데요.,1
 네.,7
네. 못 봤어요. 근데 아저씬 누군데요?,4
응. 근데 돈은 아빠가 내줬지.,7
그러니까요. 장례식장은 어디서 한대요? 저희도 가봐야 하는 거 아니에요?,4
그런 게 어딨어 엄마도 빨리 병원 가서 치료받자,0
형은 대학 갔잖아. 부모님이 학비도 내주시고.,0
아저씨가 뭘 안다고 그래!,6
"그만큼 책을 아끼는 사람이야. 그런데, 여기서 사는 책들이 꼭 이렇게 다 엉망이야. 나도 미치겠어.",6
 네….,2
"그리고 제가 부장님 들어오시라고 했는데, 왜 이과장님만 오셨어요?         지금 저 무시하시는 건가요? 이걸 어떻게 받아들여야 되요?",0
얘기 했는데 진수가 안 믿어서.,4
"막 상어도 나오고, 고래도 나와요.",7
요리교실? 무슨 요리교실을 다녀?,7
왜요? 30대에 결혼하는거 아니에요?,5
"떠나는 게 아니고, 잠시 물러서서 총알을 더 장전하는 거지.",6
말은 쉽지.,6
종현이 얘기 왜 하는데! 선생님이 스트레스 때문에 키 안 크는 거래. 엄마 때문이야!,0
 오빠 내가 오빠 그려줄게.,7
 아…,5
"이제, 이 책은 진도가 거의 다 나간 것 같은데. 그치? 다음 교재 뭘로 할지 정해야겠다.",1
"내가 뛰어봤자 잠깐 더 사는 거지. 그런 놈들이 막 계속 쫓아오면, 내가 계속 달아 날 수가 있겠어?",2
거기에 막내인 멤버가 있거든? 나 그사람이랑 사랑에 빠졌어.,7
저는 너무 비싼건 필요 없고… 그냥 제일 기본적인거 사면 돼요.,2
아…죄송해요.,4
우리 엄마 그럴 돈 없어요. 백프로에요.,6
아 입에 맞으세요?,7
어...아.. 내가 좀 취한 거 같긴 하다.,6
그니까 우리 엄마 어딨냐고요. 납치를 한건지 감금을 한건지 제가 어떻게 알아요? 저 실종 신고 할거에요.,0
해결사 찌라시?,2
쪼잔? 야. 그럼 너야말로 한 페이지 더 하는 게 무슨 대단한 일이라고 이렇게 난리냐?,0
손님! 제가 언제 못 나가게 했어요? 네?! 말씀해보세요?!제가 손님 가는 길을 막았어요?! 문을 잠궜어요?! 네?! 말씀해보시라구요!,0
그런게 아니라… 제가 이 회사에 좀 맞지 않는 것 같아서요.,6
한식집? 어디?,7
우리 경희대쪽 가볼까?,1
본인이신가요? 이게 등기라서 여기다 서명을 좀 해주셔야 해요.,1
그런 일이 있었어?,5
네. 아무 문제 없어요. 그냥 요즘에 집중이 잘 안되는 것 같아서요.,4
"그럼 골라봐. 한식, 일식, 중식, 양식",6
너무 힘들었겠지?,4
"밑반찬이며, 고기며, 생선이며 매주 해 갖다 바치는데 왜 맨날 물말아 잡숴. 물 말아 잡수면, 위에도 안 좋다고 몇 번 말해.",6
아니요. 저희 엄마 바쁘신데요?,6
모과? 그냥 생 모과를 둬도 냄새가 많이 나요?,5
나는…. 언니가 되고 싶어.,7
얼만 데?,5
 어! 비온다.,5
네.,7
내가 내 집에도 마음대로 못 들어오니?,6
택시기사? 택시기사가 왜?,0
같은 말을 해도 어떻게 그렇게 하냐 넌..,3
"요즘 경기가 안 좋다더니, 택시들이 그걸 제일 먼저 알잖아, 안 그래?",1
