,label,text
8856,2,"선생님은 우빈이한테 도움이 되려고 시작한 건데, 선생님만 도움을 받고, 우빈이한테 피해를 줬네."
8857,3,오늘 저 많은걸 다 먹는다고?
8858,7,그러면 한 5백 정도 받을라나.
8859,6,근데 워낙 쪼끄만 마을이라 뭐 볼 것도 없더구만.
8860,7,어김없이 돌아왔습니다.
8861,4,아…. 정말 안될까? 나 너무 해보고 싶은데…
8862,6,"그건 열 살을 더 먹고 나면, 자연스레 알게 될 거야."
8863,7,그래도 괜찮아. 요즘엔 키가 작은 것도 개성이야. 엄마를 봐. 엄마도 키가 작지만 이렇게 잘 살고 있잖아?
8864,6,네. 기도하면 조상님이 들어주신다면서요. 이번 추석은 콘도에서 할 거니까… 그리로 오라고 미리 알려주시지 그랬어요.
8865,5,뭐 해킹?
8866,4,엄마 좀 쉬게 해주자. 응? 엄마 지금 몇 십 년 째 추석에 일만 했잖아.
8867,0,아 진짜..! 모르긴 뭘 모른다고 자꾸 그러세요?!
8868,5, 할머니! 할머니!!!
8869,2,근데… 맨날 꾼단 말이에요.       너무 무서워서 잠을 못 자겠어요.
8870,0,세상엔… 공부보다 더 중요한게 있는 거야. 누나는 그거 아직도 몰라?
8871,4,학원 마치고 집에 가면 열 시예요.
8872,1,이따가 배고프다고 난리쳐서 두 번 고생하게 하지 말고 지금 먹어.
8873,6,뭐가 심해... 자기가 더 심해...
8874,3,방학에 너도 학원 가?
8875,7,네! 맛있었어요. 그래도 할머니가 해 준 음식들이 더 맛있어요.
8876,4,병원은 싫은데.
8877,7,좋아. 예매는 내가 할게.
8878,6,에이. 냄새 나고 찝찝해서 어떻게 안 써. 그냥 성분 좋은 거 써.
8879,5, 그럼 안 닦고 그냥 쓰세요?
8880,2,"저… 한 2년 정도 유학을 다녀오려고 하는데,        그동안 모은 돈이 좀 모자라서요. 부모님께 말씀드리기는 죄송해서…."
8881,6,그걸 어디서 사먹어?
8882,6,그냥 예뻐서.
8883,7,"아 그래도 교수님, 그냥 식사 한 끼인데요..."
8884,7,아싸. 엄마 진짜 너무 고마워. 엄마밖에 없어.
8885,3,아 왜!
8886,5,왜요?
8887,7,엄마가 저 사준건데. 아주머니 드세요.        저는 이제 영화보러 들어갈건데.        오줌 마려울 것 같아서 안 먹을래요.
8888,5,그래? 나는 애기 낳고 싶은데.
8889,6,엄마는 맨날맨날 일하시고 늦게 들어오시거든요.
8890,1,내가 늘 말했지? 한식이 최고라고.
8891,5, 으응...
8892,7,할아버지가 드론 사줄 테니까… 대신 부탁 하나만 들어줘.
8893,7,잠이야 잠.
8894,7,그렇죠?
8895,6,나는 너 그런 곳 가는 거 싫다. 너도 게이 되면 어떻게 해…
8896,6,언니가 왜 엄마야.
8897,7,근데 그게 핵심이 아닌 것 같은데…?
8898,6,요즘 애들은 좀 열심히 안 하는거 같아
8899,4,아니죠. 이번엔 아빠가 좀 심하셨어요.
8900,5,벌써 한글을 읽어?
8901,7,"네. 산모들이 먹는 철분제가 있는데, 하루에 한 알씩만 먹어도, 효과가 좋아요."
8902,6, 좀 민망하네요.
8903,5,세찬이도 똑부러지지 않아? 남자애들은 원래 좀 느려. 이제 초등학굔데 뭐.
8904,1,할 때가 되긴 했지. 여자친구도 서른 넘었잖아.
8905,1,여기서 얘기 안하면 경찰서 갑니다.
8906,0,니가 그 나이 먹도록 덤벙대니까 내가 그러는 거 아니야. 좀 뭐든지 빠릿빠릿하게 했으면 아빠가 그런 잔소리를 하겠어?
8907,6,맞아. 머리도 엄청 아프고. 다음 날 머리 아프다고 하면 엄마가 엄청 걱정하셨는데.
8908,1, 습~ 후우.
8909,6,"아, 다름이 아니고, 학생 집에서 고양이 키워?"
8910,6,"아가씨, 제가 늦은 것은 사장님께 제가 말씀 드릴게요. 더운데 어서 타세요. 이러다 쓰러지시겠어요."
8911,4,저도 이 월급으로 생활하는 사람이에요. 근데 이렇게 늦으시면 저는 어떡하라고요.
8912,2,"너 그 정도는 혼난 것도 아니야. 할아버지가 백자 깬 거 할머니가 알게 되면, 할아버지는 쫓겨나!"
8913,3, 허리가 아픈거 같은데..
8914,7, 그래도 우리 지금 같이 있잖아요. 그게 중요한거지.
8915,7,우와! 저도 옥수수 엄청 좋아하는데.
8916,4,습관되서 그런가보네.
8917,6,미안해요.. 왜 그러지. 누나가 뛰어다니는 것도 아닌데.
8918,1,그래서 그런 가? 늘 하던 대로 했는데… 그 맛이 아니네.
8919,5,"그래?  아, 여깄다. 신부가 낯이 익은데?"
8920,6,못 나가! 나는 니 엄마 얼굴 보고 가야겠다!
8921,6,"휴…. 알았어. 같이 가자, 그럼."
8922,1,몇 평이에요?
8923,5,할아버지가 지금 영배 가방에서 꺼낸 건데?
8924,6,"나는 그런 일이 생겼을때, 가만히 있고 싶지 않아. 나는 억울한 건 정말 못 참겠어."
8925,7,음… 초코쿠키도 한 개 주세요.
8926,7," 아이고, 쪼끄만 게, 지 엄마 하는 거 보고 따라하는구만."
8927,6,"야. 생각해봐. 삼십 초에 오백원을 벌면, 너 일분에 천원 버는거잖아. 그럼 너 시급이 육만원 되는 건데? 그럼 이거 완전 강도 짓 아니야?"
8928,3,"와, 외숙모 무섭다.  그걸 또 기억하고 반 년을 기다렸단 말이야?"
8929,7,네. 
8930,6,"엄마, 할머니 안 닮았어. 지 아빠 쏙 닮았지."
8931,7,"그런 생각 마시고, 올해는 더 큰 목표를 달성하십쇼!"
8932,7,아빠 유전자가 좀 강하긴 하지. 딸. 엄마는 거짓말 못 하잖아. 우리 딸 전형적인 미인은 아니어도. 충분히 매력있어.
8933,2, 죄송합니다... 진짜 잘해보겠습니다.
8934,7,우리는 서로 좋아하는 부위가 달라서 진짜 다행이다.
8935,4,저도 알고 싶어요. 제가 모르는 얘기.
8936,1,내가 와서 다했는데.
8937,5,뭔데?
8938,5,깸플?
8939,1,"지금도 충분히 공부 열심히 하고 있잖니. 너무 무리하다가 보면 금방 포기하게 되는 걸? 천천히, 꾸준히 하는 게 의대에 간 비결이야."
8940,6,그리고 다시 주머니에 넣었고.
8941,5,"아이고, 소라가 끼가 많구나.        그럼, 소라는 나중에 뭐가 되고 싶어?"
8942,5,네?
8943,6,뭐… 평소에 죄를 많이 지으세요?
8944,7,"지훈아, 아무리 공부하기 싫어도, 거짓말은 하면 안되지. 그럼, 선생님이랑 약속 하나 할까? 앞으로 숙제 잘 해온다고."
8945,2,아.. 근데 분명히 그 때 급한거라고 팀장님이 깜박 하시면 알려달라고도 하셨었는데..
8946,7,"아, 시내에 있는 거기? 거기 좋지. 엄마도 좋아하시겠다."
8947,4,원래는 딸이 봐주기로 한 날인데 딸도 갑자기 급한 사정이 생겨서요.
8948,1,"우리 집은 다 술 좋아해. 마실 줄 알아야, 같이 즐기지. 무슨 말인지 알지?"
8949,6,일 하는 중간중간 간식을 얼마나 많이 먹는데요. 저 지금 얼굴 포동포동하게 살 오른 거 안 보이세요?
8950,5,"그 조카분이, 지금 찾고 계시는 그 분이신가요?"
8951,0,순정만화의 핵심도 사랑싸움 아닌데?
8952,1,왜.
8953,0,"사람 일은 모르는거야. 잔말말고, 계좌 보내놔."
8954,7,"응, 알았어! 나 수저 놓는 거 잘해!"
8955,1,다음에 내가 한 번 데리고 가줄게.
8956,4,하아…그러게 말이다. 외삼촌이 저렇게 되실 줄 누가 알았겠냐.        아직 60대 초반에 일도 하고 계시고 정정하셨는데.        사람 일 모르는거야.
8957,4,"없어. 눈치에, 평생 없었던 거 같아.  여자친구라고 데려오는 꼴을 못 봤어."
8958,0,그거밖에 안된다고? 소값이?
8959,4,치. 그래도 나는 공놀이 하고 싶은데.
8960,7,그래.. 내가 딸 하나는 잘 키웠구나. 우리가 지금부터 해야할 일이 뭔지 알지 여보?
8961,6,네. 깨끗한 옷 입고 엄마 모셔야죠.
8962,2,죽는 거.. 아직 너무 무섭단 말이에요.
8963,6,"아.. 왜요.. 아, 진짜 지각인데 나.."
8964,3,네? 정말요? 참나... 우리 반 애들이 다 들었어요. 그 사람이 먼저 욕하는거.
8965,6,유행은 무슨.. 그냥 거지같구만.
8966,4,오빠가 신은 거 아니야?
8967,6,"그치? 악착같이 살아왔는데, 한 순간에 무너지는 거 보고 있자니, 친구로서 너무 힘들어."
8968,4,아니야.
8969,7,그런가?
8970,4,아이씨 치사한 놈. 내가 니네 엄마한테 모자라서 너한테도 잔소리를 들어야겠냐?
8971,4,바로 숙소로 간다고? 2차 안 가고~~?
8972,5,헐… 어떻게 됐어?
8973,5,크루즈요? 그건 뭐에요?
8974,6,와… 너 솔직히 말해봐. 너 초딩 아니지? 이거 순 도둑이잖아?
8975,1,지수야.
8976,5,아… 진짜 힘들었겠다.
8977,1,네. 이제 완전 디지털 난민 된 셈이에요.
8978,6,있겠죠…
8979,1,"우리 집안 여자들이 다 좀 드세지. 첫째고모, 둘째고모, 막내고모, 할머니도 그렇고."
8980,1,아들.
8981,5,그거 아직 채점 안했는데?
8982,7,매점 주인 아줌마 얼굴이 돼진거야!
8983,2, 친구 누구?
8984,0,아닌데? 나 오늘부터 핸드폰 목에 걸고 다닐거야.
8985,3,허언증인거 같아요… 우리 회사에서 누가 김대리 말을 믿겠어요? 작은 거라도... 진짜 거짓말은 안 좋은거 같아요.
8986,4,"응, 일단 아파트 쪽으로 알아봤는데, 아직 잘 모르겠어. 대출이 잘 나올지 모르겠네."
8987,5,정말요? 말도 안돼.
8988,4,"이번에도 떨어지면, 이제 포기하는 게 어때  오빠."
8989,4,나… 다른 남자 생겼어.
8990,5,"어, 아직 계약이 안 되어 있었나요?"
8991,4,근데 부모님이 엄청 좋아해. 착하고 성실하다고.
8992,1,할아버지는 몇 살이에요?
8993,7,그래? 그러면 엄마가 준성이 아줌마한테 한 번 더 물어볼게.
8994,2,왜 그래?
8995,5,  다녀왔습니다!!
8996,1,제가 애가 둘이라고 했잖아요. 애들이랑 같이 워터파크 갔다 왔어요.
8997,6,그래!
8998,7,"이번에 새로 만든 메뉴가 있는데 한 번 시식해 보시곘어요? 오미자 에이드라고, 오미자청으로 만드는 거예요."
8999,5,왜 싸웠는데?
9000,4,"나도, 17층 올라갔다 내려갔다 도저히 못 하겠어."
9001,2,그럼 할머니는 오늘 좀 늦으시겠네요? 아마 술 드실텐데.
9002,5,여자친구? 가만보자… 그럴 수도 있겠는데?
9003,6,누나도 앞날이 창창한 대학생이 무슨 말을 그렇게 해~
9004,1,응~
9005,0, 뭐요? 당신 누군데?
9006,7,그럼 비에 세모할까?
9007,7,음… 없는 것 같아요!
9008,3, 뭐야 그게!  왜 그렇게까지 한 건데!
9009,2,이거 다시 켜지긴 하겠지..?
9010,6,아~ 오늘은 밥 안 먹고 과자 먹으면 안돼?
9011,5,그 김 대리네 딸은 이번에 전교 일등 했다던데요.
9012,4,아 또 뭐가?
9013,6,아니야! 엄청 잘 가지고 놀고 있어!
9014,4,엄마 말씀대로 하겠습니다…
9015,5,와… 난 상상도 못했어. 여자 택시 운전사도 있구나.
9016,7,부끄러워서 그런거 다 알아.
9017,7,음... 승진했어?   승진했구나!
9018,4,아….
9019,2,진짜? 나 무서워.. 아빠 그만해..
9020,2,떨어 트리면 안돼.
9021,6,팔천원인가?
9022,7,그 다음 엄마 생일인데...
9023,5,아니?
9024,5, 어머!
9025,6,여권 쓸 일이 없는데 뭣하러 해?
9026,3,언니가 시온이 옷을 입었어? 사이즈도 안 맞을텐데? 언니가 입은 거 맞아?
9027,6,남들이 안보는 곳이라고 그러는거겠지… 진짜 사람들 너무하다…
9028,4,어쩔 수 없지. 자식 이기는 부모 없대잖아.
9029,1,그래… 그러자.
9030,6,"삼촌이 이 집에서 살고 있는 건 의지가 강해서가 아니고, 돈이 없어서겠지."
9031,6,그럼 선반 하나하나 다 열어보세요.
9032,2,"아이, 그런 걸 직접 봤어? 그런건 니가 보면 안 되는 건데…"
9033,7,그렇긴 한데.. 아무튼 아빠가 커피 사다 줄까? 달달한거 마시고 좀 잘래? 너 평일 내내 힘들었잖아.
9034,5,캐턱? 그냥 먼저 들어가?
9035,4,저도 없어요.
9036,5,에엥? 진짜로?
9037,1,독후감? 그거 인터넷에서 대충 베껴.
9038,4, 컴퓨터 학원 도움 많이 될 거 같아.
9039,1,"언니, 언니는 왜 살아?"
9040,0,너 미쳤어? 결혼을 그렇게 가볍게 생각한 거야? 니가 그러면 재희 씨는 뭐가 돼?
9041,5,술 드시고 산책한다고 나가신 거에요?
9042,7,그럼 오빠는… 블루투스 이어폰?
9043,3,헐…뭘 친구랑 그렇게 다정하게 볼을 맞대고 사진을 찍어요?          쌤 완전 바람둥이.
9044,4,여기 사유를 적는 칸이 있는데 안 적고 비워뒀네요.
9045,7,"그치만, 초콜릿 받는 것도 좋은데? 어쩌지…."
9046,7,나야 잘 지내지. 내가 너 그 고등학교 가서도 잘 할 줄 알았잖아.
9047,0,아 진짜 개꼰대야. 무슨 맨날 술 마시러 가쟤. 가면 맨날 술 맥이기만 하고. 택시비도 안주고.
9048,5,냉장고에 있던 아이스크림 못 봤어?
9049,4,수명은 늘고.. 마흔만 되도 회사에서 위태위태하니..
9050,0,난 철 안 들거야. 그냥 내 맘대로 살꺼야. 엄마도 신경꺼. 태풍이 오든 말든.
9051,7,야 내 전공이 그건데 뭐가 대단해 당연히 읽었지
9052,6,"그러게.. 너는 그렇게 책 좋아하는데, 난 왜 이렇게 싫을까?"
9053,0, 아 진짜 꿈도 꾸지마!
9054,3,아… 아 그 분… 내가 그 사람을 어떻게 잊겠어… 하… 진짜 그 사람이 변기통 잡고 누워있어서… 내가 일으켜서 집에 보내느라 진짜 죽는 줄 알았잖아…
9055,6,내가 언제 뭘 그렇게 뭐라고 했다고 그래?
9056,1,왜 기분 안 좋은지 물어봤어?
9057,6,알았어. 잘못했어 엄마.
9058,1,내가 케이크 사올게.
9059,2,네… 저 마스터 티어에요.
9060,6,그렇구나. 대학교랑 고등학교랑은 시험기간이 너무 다르다보니까. 헷갈리네.
9061,4,그냥…… 아픈 데를 건드려서.
9062,6,"이거 이거, 영양제 베이비구만. 우리 나이에 비타민만 먹고 어떻게 버텨. 오메가3랑 칼슘도 챙겨 먹어야지.  옆집 여자는 뭐 달맞이 오일? 뭐 그런 것도 먹는대더라."
9063,5,왜?
9064,6,지금도 화 났잖아.
9065,0,죽어라! 죽어!
9066,5,참! 다음주가 덕진이 생일이지?
9067,1,새벽 1시 반이래.
9068,1, 음.. 그럴 수도 있겠네요..
9069,4,맛있겠다. 너무 배고파.
9070,6,아니야. 나는 됐어. 나는 .. 내 한 몸 간수해서 조심히 눕기에도 바쁜 사람이야.
9071,7,할머니처럼 그림 잘 그리고 싶어서 그랬어? 귀여운 녀석...
9072,0,누가 먼저 반말했어요?!
9073,7,"아, 프스케?"
9074,0, 무슨 소리야.   잉크 안 날아가게 앞에 캡 다 붙여 나오는데.
9075,7,농수산물 시장은 엄마 천국이죠. 거기 아줌마 손자들 이름까지 외우고 있을 걸요?
9076,4,"삼촌, 핸드폰 놓고갔어."
9077,6,삼촌이 우리 엄마 아빠 집에 빌붙어 있으니까 그렇지. 그리고 지금처럼 혼자서 티비도 독점하고.
9078,6, 우선 우리는 업무용도로 채팅방을 쓰는 건데…
9079,1,아.
9080,4,너 솔직히 아줌마 기억 나?
9081,6,저 여기 축구하러 왔지... 이런 실랑이 하고 싶지 않아요. 말 좀 시키지 마세요.
9082,7,"괜찮아지는 일도 있고, 아닌 일도 있지."
9083,6,아까 우리 엄마한테 욕했잖아요!
9084,6,짜장면 맛 없다니까. 짬뽕이 훨씬 맛있지.
9085,6,네. 그런데요.
9086,5,"참, 느이 누나는 요즘에 어떻게 지낸다니."
9087,5,여기 젊은 사람들 술 마시는 곳 아닌가?
9088,4,도박이 그만큼 무서운건가봐…
9089,1,졸업했어?
9090,4,다 들켰어.
9091,0,"이게 청소한 거라고????        너랑 나랑, 청소의 개념이 다른가봐."
9092,7,음.. 아니요.. 한번도 안 들어 본 것 같은데요?
9093,0,노래 부르고 있잖아 지금. 결혼을 안 한다는 건 내 선택이야. 나는 비혼주의자라고.
9094,0,넌 임마... 인문학을 공부한다는 놈이 말이야. 부모 공경할 줄을 몰라 어떻게!
9095,2, 아버지가 많이 엄하시니?
9096,5,"어, 준우야. 오늘 어땠어? 바빴어?"
9097,1, 그래. 현아가 원래 애가 참 착실하잖아.
9098,4,"그러니까요. 참고서에 나오는 내용 다 안 나오고 갑자기 다 새로운 유형.        질문도, 원래 지문 당 6문제였는데, 갑자기 4문제 되고, 문항 수는 똑같고. 시간 완전 모자랐어요."
9099,6,근데 엄마는 왜 지금 이 모양이야?
9100,7,네. 그럼 제가 끓일게요.
9101,7,그럼 그냥 오늘은 각자 할 거 하자. 오케이?
9102,5,대학교?
9103,2,너무 떨려서 눈도 못 마주친단 말이야.
9104,7,아아 맞다 할머니 무용과 나왔지. 잘 추니까 재밌겠다
9105,7,어때?
9106,7,"어쨌든, 동훈이한테는 성적 가지고 너무 닦달하지 마세요. 괜히 스트레스 줘서 좋을 거 없어요."
9107,4,"겁주려고 한 거지 겁주려고! 선생님이 마음 아파서, 재석이를 어떻게 때리겠어!"
9108,7,제가요?  고3 때보다도 더 컸다고요?       그게 가능한가요.
9109,7, 제 인스타에 올려 드릴게요.
9110,2,시정하겠습니다…
9111,2,"근데 선생님이 잘 가르쳐주셔서, 쏙쏙 기억에 다 박혔어요!"
9112,1,그렇구나. 배가 많이 고프니?
9113,4,나는 이번주에는 시간이 안될 것 같은데. 왜요?
9114,6,비싸서 안 된대.
9115,5,아.. 네. 기억하시네요.
9116,6,요즘 애들은 또 그런다니?
9117,7,이모가? 이모는 가난뱅이 아니지. 이모도 그래도 돈도 잘 벌고 있는데?
9118,6,설마 굶어 죽지는 않겠지.
9119,2,아 그랬구나. 응 지난 주에는 내가 했어. 이번주에도 분리수거 할거 많았어? 무겁지 않았어? 지난 주에는 무슨 플라스틱이니 비닐이니 그렇게 많은지.. 혼자 들고 나가기 힘들던데.
9120,7,엄마는 결혼 하고서도 몇 년동안 일을 계속 하다가 너가 생기고 이제 너한테만 집중하고 있는 거지~
9121,2,왜 그래?
9122,2,진짜 귀신있는건 아닐까..? 아니면 왜 이렇게 정전이 되겠어..?
9123,1,응. 원래는 걸어서 5분 걸렸는데 이제는 10분 걸려.
9124,6,응. 그랬는데?
9125,4, 선생님… 지금 초등학생들 너무 불쌍하지 않아요?
9126,6,당연하지. 그래도 맨날 바보라고 해.
9127,6,형도 운동 잘 하는 건 아니잖아.
9128,7,"네. 저는 한 중간쯤부터 의심을 하다가, 마침 결정적 단서가 이후로 이어져서 거의 확신하게 됐죠."
9129,6,방귀도 그만큼 뀐다는 거잖아.
9130,1, 하.. 내가 알아서 살게요.
9131,3,뭘 그만해. 아직 창창하구만. 너 혹시 내 자리가 탐나는거냐?
9132,5,진짜? 뭐 줬는데??
9133,6,니 엄마라고 편드는 거냐?
9134,5,급전? 뭐할려구.
9135,7,응. 그래서 나도 염색 해보고 싶어. 근데 엄마는 안된다고 할거같아서… 할머니한테 먼저 물어보는거야.
9136,6,그거야 그렇지만... 우리 공연 한 달밖에 안 남았어.
9137,7, 삼촌 나 용돈좀.
9138,1,저희 원자재 납품받기로 했던 곳이요. B상사 말입니다.
9139,6,응... 아니 어느 정도 놀렸어야 까먹지.
9140,5,오빠. 오빠네 학교도 수강신청 빡세?
9141,0,그래! 나 대단하다!
9142,6,너를 어떻게 잊어. 너 때문에 일년을 날렸는데.
9143,2,아니. 말이 그렇다는 거지.
9144,7,"아, 택배가 우연히 잘못 배달 됐군요?"
9145,1,"그런가? 뭐 하여튼, 우리는 괜찮아. 중국쪽 새로 시작하는 게 정신 없지. 일본은 뭐."
9146,7,내일 점심 시간 좀 지나고 온대.
9147,0,"무슨 냄새가 안나! 아침에 사무실 딱 들어가니까, 사무실 여직원들이 다 코 부여잡고 자리 피하던데!"
9148,7,종로 방앗간에서 사입해서 쓴다니까… 궁금하긴 한데…
9149,7,"나, 중국으로."
9150,0,너가 방구쟁이지!
9151,0,아냐 그냥. 모르겠어.
9152,0,그냥 갑자기 생각이 났어.
9153,5,할머니. 근데 할머니는 왜 스마트폰 안 써?
9154,7,선생님이 동의를 해주신다면 제가 선생님의 모습을 그림으로 그려서 책에 실을 수 있을까 해서요. 허락을 구하려고 이렇게 말씀드려봐요.
9155,6,알았어요. 사과하면  되잖아요.
9156,4,휴….
9157,6,내가 잘못한 게 없는데 왜 사과를 해?
9158,5,니가 통학에 왕복 몇 시간이라고 그랬지?
9159,6,지금 기분 나빠야 되는 사람이 누군데.
9160,0," 아, 아니야. 그런 거 아니에요.        아니, 증거도 없으면서        그런 얘기 함부로 하는 거 아니에요!"
9161,6,네 밤? 에휴… 너무 많이 남았잖아… 나는 빨리 가고 싶은데…  우리 하루라도 더 빨리 가면 안돼? 기다리기가 너무 힘들어…
9162,7,오~ 좋겠다 너. 과외 쌤도 예쁘고. 공부 할 맛 나겠네.
9163,0,그럼 대체 언제까지 숨기려고 한거냐?
9164,2,아이구. 그랬구나. 멀미약도… 편의점에서 팔려나? 멀미약 먹으면 좋을 거 같은데.
9165,6,어느 나라 열 살이 벌써 핸드폰을 써? 안 돼. 어릴 때부터 핸드폰을 쓰면 어린이 인지 발달에 안좋다는 연구 결과도 있는데 말이야.
9166,5,아현이가 그림을 잘 그려?
9167,6,저는 절대 그렇게 못하죠.
9168,6,아.
9169,6,맨날맨날이요?
9170,5,소라? 이름이 예쁘네.
9171,1,음… 아니. 그건 아닌 거 같아.
9172,6,엄마 곧 올 거야.
9173,6,너 아빠한테 그렇게 얘기하면 혼난다!
9174,1,선생님이 커서 뭐 되고 싶은지 생각해 오랬잖아.
9175,6,오늘 벌써 세 잔 마시는 거 아니야?
9176,6,이제는 내가 가족이야.
9177,3,할아버지 이건 유치원생들이나 가지고 노는 거에요.
9178,1,왜 그래야 돼요?
9179,6, 나는 이제 가볼게요.
9180,4,갑자기 왜? 아니 김씨 아저씨는 평소에 운동도 많이 하셨잖아?
9181,7,"여보, 혹시나 해서 말하는건데, 오늘 저녁에 약속 있는 거 잊지 않았지?"
9182,1,"나? 저번에 용돈 받은 거, 좀 써가지고.. 지금 오 천원?"
9183,3,전도사님 칫솔은 같이 쓰면 절대 안돼요.
9184,6,그래... 빵이나 쿠키.. 근데 그거 또 재고 처리하고 하기가 힘드니까.
9185,5,너 설마 그 고기 먹었어?
9186,6,"그럼 전화 좀 받아 이 기집애야. 엄마가 칠순 다 돼서, 놀이터 간, 딸래미 찾듯이,  매일 그렇게 애를 태우셔야겠니?"
9187,1,"접때, 명진이 취업했다고 가족들끼리 다 같이 간 데 있잖아."
9188,7,그럼 좋지.
9189,6,"하나. 도박을 하는 사람인가? 도박하는 사람은, 사람이 아니야."
9190,6,네. 말씀해보세요.
9191,2,"아빠가 하는 일은 미국이랑 관련이 없어서, 미국으로 발령날 일은 없을 것 같은데."
9192,3,백일 기념으로 놀이공원 가는구나?
9193,2,엄마 보여주면 나 진짜 못 살아…
9194,1,랍스타랑 스테이크!
9195,7,"산책만 같이 안 했지, 다른 건 다 같이 하잖아."
9196,4,나는 분명히 잘 뒀는데... 책상위에 잘 뒀는데...
9197,2,뭔데?
9198,6," 학원비 어디에 썼어. 니가 등록한다고 해서 믿었더니, 어떻게 했어?"
9199,2,으. 나 그런거 진짜 무서워하는데?
9200,5,그걸 어떻게 알아?
9201,6,뭐가.
9202,5,어?
9203,4,자꾸 삼촌 생각 나서…
9204,3,바퀴벌레에? 없어 없어. 요즘 세상에 바퀴벌레 있는 집이 어딨어.
9205,7,그럼. 엄마가 친구들이랑 사진 찍어줄게.
9206,1,아 네네. 저 친구들이랑 술 마시고 들어가는 길이었어요.
9207,0,아 진짜 짜증나. 그걸 지금 말해주면 어떡해.
9208,0,요리해 주시면 되잖아요!
9209,1,"요즘은 많지.. 에이 참, 아무튼 계속 들어봐. 또 하나는 국산 SUV야. 차체가 아주 크고.. 솔직히 이 차 옵션이랑 비슷한 외제차 SUV 살려면 기본 1억은 넘어야돼."
9210,7,"아니요. 막상 일을 다녀보니까, 제 생각보다 괜찮은 거 같더라고요. 그래서 좀 더 일하고 싶어졌어요."
9211,5,"이탈리아, 당연히 가고 싶지. 근데 갑자기?"
9212,2,근데. 좀 무섭네요.
9213,6,"아무리 바빠도, 해야 할 일은 해야지.  저기요."
9214,1,특별한 이유가 있을까?
9215,6,요즘만 그런게 아닌데~ 우리 재혼한 뒤로 계속 바쁘잖아?
9216,7,그렇지. 너희 엄마 아빠도 그랬지.
9217,1,그래?
9218,7,아 제가 이상한 사람은 아니구요 저쪽 두 블럭 지나서 있는 카페를 운영하고 있어요
9219,2, 어 선생님. 저 할 말이…
9220,0,너 자꾸 그러면 나 화낸다?
9221,5, 뭐라고?
9222,6,못되게 구는 건 선생님이시잖아요.  솔직히 선생님 속물 같아요.
9223,1,홈페이지 같은 데 들어가면 정보 다 있어. 한번 찾아 봐.
9224,6,이래도 저래도 후회가 될까봐 고민이에요…
9225,1,"네… 학교 선밴데, 학교에서 만난 건 아니고.       대외 활동 하다가 만났어요."
9226,6,정답! 배경색에 맞춰서.
9227,7,오늘 기분이다. 김말이도 서비스!
9228,0,누가 이렇게 입고 면접을 가!
9229,6,할머니 왜 맨날 우리 엄마 괴롭혀요? 할머니 우리 집에서 나가요!
9230,6,오바하는 거 보니까 맞나 보네.
9231,5,"할아버지 그럼, 전쟁때는 공부 하나도 안 했어요?"
9232,6,너 형님이 말하는데 반응이 진짜 별로다..? 너 같은 애들은 운동도 잘 못 하던데. 어떻게 풋살을 시작했어?
9233,5,오~ 니가 그런걸 어떻게 알아? 연애 많이 해봤어?
9234,6,...아저씨는 참.. 신경에 거슬려.
9235,5,내가 저번에 했던 말 때문에 상처 받았어? 미안해...
9236,5,아줌마. 지금 여기서 나이 얘기가 왜 나와요? 이건 누가봐도 아줌마가 잘못 하신거예요.
9237,5,"아저씨, 죄송한데요. 여기서 7011번 버스 타려면 어떡해요?"
9238,6,"네. 한 번 했는데, 걔가 울었어요. 그리고 선생님한테 거짓말했어요. 제가 걔를 때렸다구요."
9239,6,97년 생이면 무슨 띠세요?
9240,6,몰라. 다들 나한테 뭐라고 하기만 하고.. 너무 듣기 싫어.
9241,6,"좋아하는 건 알았는데, 아직까지 콘서트 쫓아 다닐 정도로 좋아하는지 몰랐지."
9242,5,진짜요?
9243,6,"왜? 내가 너 부르면 안 되니? 우리, 그 정도 사이는 되잖아."
9244,1,"아빠, 우리도 강아지 키우면 안 돼?"
9245,6,"맞아. 형은 요새도 그래. 뭐든 서둘러. 근데, 할머니는 그러면 어떤 스타일이야?"
9246,4, 하아.
9247,6,저거 재배하는데 물을 엄청 써야된데. 그래서 환경에 안좋대.
9248,3,사장님… 안에 남자들도 많잖아요.
9249,6,뉴스가 나중에 보면 그게 뉴스냐?
9250,5,엄마가 그런 말을 했어? 왜?
9251,6,창문이요? 갑자기 창문이 왜요?
9252,7,선배!
9253,6,"일곱시에는 내가 나가봐야 하는데, 약속 있어서."
9254,7,아내한테는 출장 간다고 하면 되는거지.
9255,3,"그지. 그걸 또 우리 진상이가 해냅니다.  어머니도 귀찮아하는 거 같은데, 눈치가 없어."
9256,7,잘 들리네? 내가 십년을 말해도 들은 체도 안 하길래… 난 귀먹은 줄 알았잖아.
9257,4,알아…
9258,5,그래서? 할머니는 그냥 그렇게 일 그만뒀어?
9259,2,그래도 손님…
9260,4,응 근데 내가 3반인 줄 알고 3반 교실에 들어갔어
9261,1,아아. 그렇구나. 그럼 미리 모든 예방주사를 다 맞는 게 좋겠네? 그래야 나중에 병이 안 걸리고 싸워서 물리치지.
9262,2,아.. 그게.. 죄송해요. 제가 진짜로 몸이 좀 안 좋아서 그래요.
9263,1,네. 그냥 누워 있으면 돼요. 저 빈혈이 자주 있어서.
